22,"Service-oriented systems facilitate business workflows to span multiple organizations (e.g. by means of Web services). As a side effect, data may be more easily transferred over organizational boundaries. Thus, privacy issues arise. At the same time, there are personal, business and legal requirements for protecting privacy and IPR and allowing customers to request information about how and by whom their data was handled. Managing these requirements constitutes an unsolved technical and organizational problem. We propose to solve the information request problem by attaching meta-knowledge about how data was handled to the data itself. We present our solution, in form of an architecture, a formalization and an implemented prototype for logging and collecting logs in service-oriented and cross-organizational systems."
23,"We present a semantic optimized service discovery (SemOSD) approach capable of handling Web service search requests on a fine-grained level of detail where we augment semantic service descriptions with statistically built predictor functions. Our approach combines ontologies and mathematical functions built using statistical regression over previous Web service interactions. In the search requests we allow for arbitrary, independent and dependent constraints and user preferences expressed using objective functions. Our approach maps to standard operational research global optimization problem where algorithms of simulated annealing and differential evolution are used. It is capable of finding the optimal combination of service input and output parameters (a configuration) to a user request with rich preferences. Our approach is applied to an international package shipment scenario where real (Web) services are used and mined to create price prediction models. We show that the chosen regression method provides price prediction models of high accuracy and our approach supports expressive and complex search requests."
24,"The composition of Web-based services is a process that usually requires advanced programming skills and vast knowledge about specific technologies. One such modern technology is Web services. In this work, we propose a framework for the smooth composition of Web services that are targeted to provide particular government services that usually require interaction between several agencies. The goal is to allow government agencies to smoothly register simple services or create new ones based on other already registered simple or composed services. Our work has the additional goal of reducing the overhead involved in the execution of composite services by providing efficient mapping schemes to bypass intermediary composed services and allowing direct invocation of the basic services in the composition."
25,"This paper introduces a service selection model with the service location considered. The location of a service represents its position in the network, which determines the transmission cost of calling this service in the composite service. The more concentrated the invoking services are, the less transmission time the composite service costs. On the other hand, the more and more popular big data processing services, which need to transfer mass data as input, make the effect much more obvious than ever before. Therefore, it is necessary to introduce service location as a basic feature in service selection. The definition and membership functions of service location are presented in this paper. After that, the optimal service selection problem is represented as an optimization problem under some reasonable assumptions. A shortest-path based algorithm is proposed to solve this optimization problem. At last, the case of railway detection is studied for better understanding of our model."
26,"Advances of the computing industry in SOA infrastructure have made service oriented applications practically attainable in the field of high performance computing for earth sciences. We have applied SOA to modeling and inversion of geophysical well logs. Parallelized log simulators are accessible as a Web service to a variety of interpretation workflows. We have developed an HPC management infrastructure based on SOAP. It is a fit-for-purpose system with a low runtime overhead and a novel flexible job submission mechanism, suitable for applications running on multi-cluster environments. We describe the system architecture and discuss performance benchmarks, including a novel way of estimating performance on heterogeneous clusters."
27,"Web services provide an instantiation of the loosely coupled service–oriented architecture and facilitate the process of enterprise application integration by encapsulating information, software, and other resources. However, to exploit the true potential of web services, it is critical to develop technologies and tools for composing new services from existing ones. While numerous composition approaches have been developed in the past, very little has been done towards tooling. What is clearly lacking is an Integrated Development Environment (IDE) to ease the process of composition, thereby reducing development time and integration efforts. In this paper, we build on our previous work on service composition, and present an IDE for end–to–end composition of web services. We elaborate on the design of the IDE, describe its integration with existing technologies, and discuss its usability based on the findings of a user survey."
28,"In this paper, we formalize the concept of a delegation network for Web intermediaries and present formal semantics for the responsibility of these actors. Key properties of the network are proven and method to judge an actor's responsibility is given. This work is important because it determines the accuracy of task execution and the feasibility of content reuse in the network"
30,"The growth of the Internet has been accompanied by the growth of Web services (e.g. e-commerce, e-health). This proliferation of Web services and the increasing regulatory and legal requirements for personal privacy have fueled the need to protect the personal privacy of Web service users. We advocate a privacy policy negotiation approach to protecting personal privacy (Yee and Korba, 2003; ). We provided semiautomated approaches for deriving personal privacy policies (Yee and Korba, 2004). However, it is evident that approaches are also needed to ensure that providers of Web services comply with the privacy policies of service users. In this paper, we examine privacy legislation to derive requirements for privacy policy compliance systems. We then propose an architecture for a privacy policy compliance system that satisfies the requirements and discuss the strengths and weaknesses of our proposed architecture."
31,"This paper presents the initial findings from a series of case studies involving the enterprise transformation to service oriented architecture. Ten large enterprises were studied to determine how they were able to convert their legacy IT architecture. Particular interest was paid to business models, governance, enterprise architecture, change management, risk management, and technology. These cases were used to form a predictive model of success factors in transformation."
32,"Technologies involved in Web information distribution services are evolving to adapt themselves to new user requirements. Usually, these new technologies are used separately. ELIN (electronic newspaper initiative) project is a European Commission funded project that tries to integrate the newest standards and technologies involved in multimedia delivery applied to web newspapers. It has as objective the delivery of any type of media format to any kind of user terminal in an efficient way. In order to do that, it takes the approach of using MPEG standards: MPEG-4 for video delivery, MPEG-7 for data classification and MPEG-21 for data management and adaptation. So it integrates the totality of solutions provided for the MPEG group."
33,"A major advantage of Service-Oriented Architectures (SOA) is composition and coordination of loosely coupled services. Because the development lifecycles of services and clients are decoupled, multiple service versions have to be maintained to continue supporting older clients. Typically versions are managed within the SOA by updating service descriptions using conventions on version numbers and namespaces. In all cases, the compatibility among services description must be evaluated, which can be hard, error-prone and costly if performed manually, particularly for complex descriptions. In this paper, we describe a method to automatically determine when two service descriptions are backward compatible. We then describe a case study to illustrate how we leveraged version compatibility information in a SOA environment and present initial performance overheads of doing so. By automatically exploring compatibility information, a) service developers can assess the impact of proposed changes; b) proper versioning requirements can be put in client implementations guaranteeing that incompatibilities will not occur during run-time; and c) messages exchanged in the SOA can be validated to ensure that only expected messages or compatible ones are exchanged."
34,"With the fast development of Internet and rapid acceptance of Web Service technology, more and more service resources have emerged. Service composition which integrates the functionalities of different services is a promising technique for developing applications across multiple organizations. However, in a distributed, dynamic and autonomous environment, such as a service composition-based system, the availability and reliability are big concerns in terms of nonfunctional properties. In this paper, we propose a novel service composition method, ANGEL, with the target of the improvement of system availability. We adopt redundant mechanism in ANGEL and propose a model to improve the property of the service availability. We model the multiple services selection problem based on redundant mechanism as a nonlinear mixed integer programming problem and therefore, we propose two heuristic algorithms to select multiple feasible services that have the same functions, but with better availability. In order to maintain the availability of composite services, we further introduce monitor and detection mechanisms. Through the comprehensive experiments, we find that our proposed techniques can indeed achieve better availability as expected."
35,Presents the welcome message from the conference proceedings.
36,"The civil aviation system is a global enterprise that includes airframe, engine and component manufacturers, airlines, maintenance organizations, regulatory agencies, airports, air traffic control authorities and millions of service providers that must work together effectively to ensure cargo and passengers get to their destinations as scheduled, while traveling safely and efficiently. The system includes a bewildering array of commercial and custom developed systems for monitoring and controlling the operations of the participant."
37,"In order to accurately forecast Quality of Service (QoS) of different Web Services, this paper proposes a novel QoS forecasting approach called MulA-LMRBF (Multi-step fore-casting with Advertisement and Levenberg-Marquardt improved Radial Basis Function) based on multivariate time series. Considering the correlation among different QoS attributes, we use phase-space reconstruction to map historical multivariate QoS data into a dynamic system, use Average Dimension (AD) to estimate the embedding dimension and delay time of reconstructed phase space. We also add the short-term QoS advertisement data of service provider to form a more comprehensive data set. Then, RBF (Radial Basis Function) neural network improved by the Levenberg-Marquardt (LM) algorithm is used to update the weight of the neural network dynamically, which improves the forecasting accuracy and realizes the dynamic multiple-step forecasting. The experimental results demonstrate that MulA-LMRBF is better than previous approaches in term of precision and is more suitable for multi-step forecasting."
38,"The DynaSOAr framework presents a wholly service-oriented approach to grid and Internet-based computing that makes a clear and explicit separation of concerns between service-provision and resource-provision for each service invocation. The separation allows the dynamic deployment of code at runtime, in the form of a service implementation, between a service provider and an explicit resource provider. This paper presents work in progress towards an integrated tripartite security model and framework that enables the security constraints of each engaging party to be expressed, propagated, unified and enforced as part of a DynaSOAr service invocation."
39,"Web service composition is to integrate existing web services to provide a compound service which satisfies specified requirement. However, traditional web service compositions fail to provide different compound services under various scenarios. In this paper, we propose an approach to compose services with context. A context ontology is defined to describe the scenario for user. An abstract service description is defined to describe current three kinds of services including WSDL/Restful/Web API. The goal is to correlate context and service composition to improve the quality of the compound service from real services."
40,"Community of Web services (CWS) is a society composed by a number of functionally identical Web services. The communities always aim to increase their reputation level in order to obtain more requests. In this paper, we propose an effective mechanism dealing with reputation assessment for communities of Web services. The proposed mechanism is based on after-service feedbacks provided by the users to a run-time logging system. The proposed method defines the evaluation metrics involved in reputation assessment of a community, and supervises the logging system in order to verify the validity and soundness of the feedbacks provided by the users. In this paper, the proposed framework is described, a theoretical analysis of its assessment and its implementation along with empirical result discussions are provided. We also show how our model is efficient, particularly in very dynamic environments."
41,"Operation services are reusable and shareable units of configuration code executed by configuration management tools (CMTs), achieving continuous deployment and continuous delivery. With the prevalence of DevOps (Development and Operations), thousands of operation services have been developed for various software systems, and they are publicly available through the online repositories of popular CMTs. However, locating and retrieving desired operation services is challenging since keyword-and tag-based search provided by a repository is with low precision. In this paper, we implement a hierarchical categorization approach based search service, named OSFinder, which searches and locates desired operation services more accurately. OSFinder first constructs a category hierarchy for operation services across multiple repositories, and then it classifies over 13,000 operation services into 90 categories based on machine learning technique, finally it provides a search for users. With OSFinder, a user can narrow down his search scope by tracking the category hierarchy in a top-down way, and then searches in a small group with keywords. The evaluation shows that OSFinder outperforms keyword-and tag-based search."
42,"This paper discusses a solution based on Web services and service oriented architecture involving interorganizational information systems in the context of multichannel integration in retailing industry. Distribution intensive industries such as retailing have seen a proliferation of distribution channels. This is in part triggered by the intense competition as well as the retailers' drive to reach the customers through all possible channels. As the number of channels for a retailer increases, managing the dynamics of customer behavior in the multichannel environment becomes complex. Customers have an option of interacting with retailers across a number of channels. Acquiring and retaining customers requires that relationship management applications should be able to accommodate the various channels. In this paper, we provide an overview of the benefits of using Web services in multichannel integration and related retail processes. We propose a reference service oriented architecture for usage of Web services involving inter and intra company systems for multichannel integration."
43,"Most approaches for Web service compositions focus on the technical level as they specify ""how-to"" achieve the composition instead of providing casual users with means to express ""what-to"" achieve their business objectives. This new mindset requires extending Web services with the concept of capability, which describes what a service can do to reduce the gap between Web services and business processes. In this paper, we propose a three-layer Web service capability model to capture objectives, to specify actions that achieve objectives, and establish links between capabilities. Based on this model, the capability matching process does not only discover Web services from high level requirements expressed by Semantics of Business Vocabulary and Business Rules (SBVR), but it also derives constraints on Web services."
44,"With the advent of Web 2.0 application, and the increasing number of browsers and platforms on which the applications can be executed, cross-browser incompatibilities (XBIs) are becoming a serious problem for organizations to develop web-based software. Although some techniques and tools have been proposed to identify XBIs, they cannot assure the same execution when the application runs across different browsers as only explicit user activity is considered, and thus prone to generating both false positives and false negatives. To address this limitation, this paper describes X-Check, a platform that enables cross-browser testing as a service by leveraging record/replay technique. Comparing to existing techniques and tools, X-Check supports to detect cross-browser issues with high accuracy. It also provides useful support to developers for diagnosis and (eventually) elimination of XBIs. Our empirical evaluation shows that X-Check is effective, improves the state of the art."
45,"Web service search has been a serious concern for service-oriented software development. The challenge is how to find the right Web services efficiently and effectively for a given development task. There have been many efforts on developing techniques or systems to search services. Though effective in certain scenarios, existing techniques do not form systems for public use; or are based on one query modal--keyword query, which cannot give the matched services accurately. In this paper, we introduce proposed multimodal query search, where users can use keyword and file as query or custom the query. The multimodal query is based on an innovative similarity measure approach, which incorporates both semantic information and structural information of Web services. Our experiments and test cases validate the effectiveness of the approach. Compared with the alternative system Seekda, it is able to obtain much higher search accuracy with keyword query (with a match rate of 2-4 times higher than that of Seekda). The custom search can achieve 100% top-3 match rate, while Seekda fails in most cases using keywords."
46,"The performance of a service's QoS may evolve relatively frequently with its internal changes or the changes of dynamic Internet environment, especially when some""intentional"" deceptions are taken into consideration. Therefore, the service providers could not always deliver their services according to their ""promised"" quality. In view of this challenge, a history record-based service optimization method, named Hire Some, is investigated in this paper. This method aims at enhancing the credibility of service composition plan, taking advantage of a web service's QoShistory records, rather than using the tentative QoS values advertised by the service provider. At last, a case study and an experiment is presented for validating the method."
47,"In data-centric environments, for example, in the field of scientific computing, the transmission of large amount of structured data to Web services is required. In service-oriented environments (SOA), the Simple Object Access Protocol (SOAP) is commonly used as the main transport protocol. However, the resulting 'by value' data transmission approach is not efficiently applicable in data-centric environments. One challenging bottleneck of SOAP arises from the XML serialization and deserialization when processing large SOAP messages. In this paper, we present an extended Web service framework which explicitly considers the data aspects of functional Web services. Aside from the possibility to integrate specialized data transfer methods in SOA, this framework allows the efficient and scalable data handling and processing within Web services. In this case, we combine the advantages of the functional perspective (SOA) and the data perspective to efficiently support data-centric environments."
48,"With the development of deep learning and artificial intelligence, more and more research apply neural networks to natural language processing tasks. However, while the majority of these research take English corpus as the dataset, few studies have been done using Chinese corpus. Meanwhile, Existing Chinese processing algorithms typically regard Chinese word or Chinese character as the basic unit but ignore the deeper information into the Chinese character. In Chinese linguistic, strokes are the basic unit of Chinese character who are similar to letters of the English word. Inspired by the recent success of deep learning at character-level, we delve deeper to Chinese stroke level for Chinese language processing and developed it into service for Chinese text classification. In this paper, we dig the basic feature of the strokes considering the similar Chinese character components and propose a new method to leverage Chinese stroke for learning the continuous representation of Chinese character and develop it into a service for Chinese text classification. We develop a dedicated neural architecture based on the convolutional neural network to effectively learn character embedding and apply it to Chinese word similarity judgment and Chinese text classification. Both experiments results show that the stroke level method is effective for Chinese language processing."
49,"We propose a new framework for composing Sensor-Cloud services based on dynamic features such as spatio-temporal aspects. To evaluate spatio-temporal Sensor-Cloud services, two new quality attributes are introduced. We present a heuristic algorithm based on A* to compose Sensor-Cloud services in terms of spatio-temporal aspects. In addition, a new spatio-temporal technique based on 3D R-tree to access Sensor-Cloud services is proposed. Analytical and simulation results are presented to show the performance of the proposed approach."
50,"With the rapid development of Web2.0 and its related technologies, Mashup services (i.e., Web applications created by combining two or more Web APIs) are becoming a hot research topic. The explosion of Mashup services, especially the functionally similar or equivalent services, however, make services discovery more difficult than ever. In this paper, we present an approach to recommend Mashup services to users based on user interest and social network of services. This approach firstly extracts users' interests from their Mashup service usage history and builds a social network based on social relationships information among Mashup services, Web APIs and their tags. The approach then leverages the target user's interest and the social network to perform Mashup service recommendation. Large-scale experiments based on a real-world Mashup service dataset show that our proposed approach can effectively recommend Mashup services to users with excellent performance. Moreover, a Mashup service recommendation prototype system is developed."
51,"Service oriented computing (SOC) allows resources on a network to be made available as services. For a business service, differentiated services can be provided based on the usage context, i.e., location, age, purpose and user profiles. In differentiated services, service outcomes depend on context. Currently there is no efficient technical solution for supporting differentiated service development. In this paper we present an approach to deliver differentiated services realized by configurable business processes so that service flexibility, manageability and reusability can be achieved."
52,"QoS-aware service composition intends to integrate services from different providers and maximize the global QoS in order to increase the user's satisfaction degree while subjecting to dynamic context constraints. Current composition approaches only focus on optimizing a single process to maximize the satisfaction degree for one party. When multiple processes are performed concurrently by their selfish users in a dynamic resource-constrained environment, new issues will arise, i.e., undesirable competition for service resources, extra waiting and frequent change of contexts. To address these issues, this paper aims to optimize QoS-aware services composition for multiple selfish users if the communication among users is allowed. Firstly, we propose an extensional QoS-aware service selection model for each process. Then based on this model, we present fault handling mechanisms before and during the execution of concurrent composite services for concurrent processes based on a multi-issue negotiation protocol among agents, and an adaptive context-aware service re-selection mechanism for adjusting the service execution plan for each running composite service in the dynamic resource-constrained environment. Comparative experiments reveal our approach facilitates to increase the average satisfaction degree, reduce the average waiting time of multiple users, and make the satisfaction degrees among multiple users more evenly distributed in the dynamic resource-constrained environment."
